Cement (component 1)(kg in a m^3 mixture),Blast Furnace Slag (component 2)(kg in a m^3 mixture),Fly Ash (component 3)(kg in a m^3 mixture),Water  (component 4)(kg in a m^3 mixture),Superplasticizer (component 5)(kg in a m^3 mixture),Coarse Aggregate  (component 6)(kg in a m^3 mixture),Fine Aggregate (component 7)(kg in a m^3 mixture),Age (day),"Concrete compressive strength(MPa, megapascals) "
234.98951908181976,0.0,118.04676943797791,210.56476129825384,4.5366749582685335,1082.926545871882,827.1975539044212,55.41647495861832,36.29681628239519
428.53739503513196,0.0,0.0,161.0246499136081,9.659229465584193,1034.0955644397602,733.0007345562777,23.82732493028426,83.0839388060518
196.9699414343718,98.97208135060605,23.532022367699682,200.38685830826594,6.5914628297330875,1117.7663676392579,764.6264286145704,2.8360755295837783,13.425293965130992
297.5489687330593,148.50406147165535,0.0,176.11138404039104,8.335669690013903,847.0046105087409,829.0212562341522,28.99222180882206,58.38592078068679
289.85265293505216,0.0,0.0,176.9300840261046,0.0,1063.6702798473814,766.6335702592418,27.406296161512582,21.72166289653437
170.7764838282391,0.0,173.74569972448802,181.91205118517885,4.636430355979054,1018.946332687747,782.4868861112493,28.05966016224967,20.727765439319075
250.96098468883,97.03063517686277,86.16767562011081,173.34694571584492,9.975434968224002,1042.1139769494573,724.7375054003213,28.388793976184324,34.025884908130394
137.3593567341761,150.83800975556096,151.3635107217107,156.05168046012884,10.664136435285815,1001.9971679797098,751.2250267056506,24.65155916763365,31.39076213719912
186.6802981715854,38.049457328782005,126.00207190989181,155.15131230799295,10.034523042665672,1063.7368827581188,717.9007706629643,27.83334823380878,31.80503156073921
276.01902997869706,104.95722738164321,98.2546537244791,163.91450008423575,9.170920895622368,863.6113570016031,725.3667010106926,28.414191397297284,43.86263012558644
206.96933363502845,53.876962550385244,118.24553256758298,136.66801486780892,13.209645556637238,988.4796270824417,821.9646967202317,26.065098870642768,55.98771267549655
230.57359625143692,0.0,98.13942042010295,211.11367649197294,4.282392237726276,912.1779535975352,910.3394199329698,104.30513227602545,42.74694609006851
246.88570702898448,0.0,0.0,195.0247647162117,0.0,936.2763875906529,937.2976944289826,2.86450574248222,6.692129824984966
194.21439553240455,0.0,156.83602683739676,161.61877131896222,7.121582108836582,1072.340382218568,885.4433747078899,58.30518191363114,38.567231870402374
192.7859499197511,58.2217158629354,145.61880527643365,156.38345093296246,10.666449663303938,1102.2947736452747,796.904562031023,13.42561525843388,39.00705827385594
389.50344000774,0.0,0.0,176.16325968424184,0.0,968.5180164568053,802.4172762817531,7.016850852254599,32.71113361875558
208.5619502997365,86.85813724054748,23.399989015817575,175.19286990180578,6.932832102036942,1130.3294764851564,871.3754946304273,53.62179586359577,55.72696771896658
133.6502320183548,207.54501965497258,0.0,183.93436458525267,0.0,1043.1202503570169,901.6112233203925,86.23374740318631,34.591914791304006
325.22507264038796,0.0,0.0,203.45954580907932,0.0,929.978222748151,848.3859414787224,203.5580638186645,29.266429596244492
125.4402600627452,0.0,169.17486451419686,211.27205489135997,9.600623514382189,925.2714661202539,767.9253905446418,28.079529929647773,11.015879044725212
227.2027007828397,0.0,102.45969683875181,203.68611091548914,6.760279652835102,772.6071568682229,898.3680161621065,55.73398274302604,40.94311716199013
148.611699291235,123.53600133401063,135.41973495839486,194.79738601282838,5.936946440614166,719.3940342102759,956.0529281231613,27.53204724982341,38.93087776183142
472.3553712107585,101.67568325204896,0.0,141.75006985026963,18.436774743208915,935.5861697322273,759.481524587608,92.18317070034028,63.5869496260023
137.25848002624355,131.43548765862528,108.09124771543718,202.7586670880312,8.021865759730979,929.587760994464,726.2523658944463,26.62384586893874,34.21831541015144
271.0484172221816,0.0,0.0,195.20786514121588,0.0,1056.2902586794487,809.7418668682524,6.945632921475423,11.698726942385694
143.82900992426468,227.69281841307074,0.0,194.51579121394792,0.0,1065.1700456355024,713.1537352604851,6.784928326904884,7.529826818223422
377.2042470334186,20.421774370277383,88.53901060630702,130.70181610081028,10.720534369736107,973.4076982107445,849.7541381598153,2.748346635209177,35.30173739418728
129.3165885180735,212.24962649550136,181.99184746155584,187.45722758784743,5.3061745132105544,875.5626995431337,605.586818493436,26.73289135259342,35.30472372587318
273.89759003063193,0.0,122.70016152198794,170.81791063124328,12.586956809056812,903.117341217065,650.2219385296514,25.422938380768112,37.626825060172735
326.83550828035317,0.0,0.0,217.68722210790938,0.0,1077.931168710457,848.3694897886531,14.637447322353593,20.664252069207617
398.2681192881709,0.0,0.0,181.74757373482174,0.0,930.9771899405767,720.2755753615825,3.3292752387108173,24.358158185187754
152.3294909490493,144.37651953205642,111.09282721703484,180.33234760531565,7.8321955732082005,993.9607288358442,734.8780544875369,27.70626161566241,26.268886138154738
145.90580972922817,139.18169853332947,117.28957805779974,183.71615417590502,7.082639874372883,949.3350030752724,855.7434882371249,26.56317794505985,26.422532984077503
144.4144600339029,166.7820535730949,141.71606141350836,182.19776149215167,8.616195165099807,817.1340425851085,763.0072850164556,30.799643520138332,30.776921568904175
378.7866227497484,0.0,0.0,198.89108993670533,0.0,1133.2637484979116,855.8815166826092,102.98206397974917,45.04417385751821
192.22100131604702,0.0,130.92699726034107,173.08948478091392,7.480709642608388,1098.7082491705664,787.6754941302255,26.351926006562625,25.366792168857554
216.42117141265442,0.0,196.02945471641712,161.48578749800384,13.038424661069003,893.2895010487633,784.1977989927847,25.84321366615531,47.51647402819518
315.76877743761713,198.57331035903468,0.0,177.67560483335453,0.0,1002.0581218315743,709.693681091946,27.99797845808954,37.664339814228995
413.0641847229416,108.43177369138833,0.0,130.8542919385026,25.500859140924906,917.1703795906823,867.8158421147425,89.01052889854223,58.76855145063896
386.871765483294,182.40657094708007,0.0,164.8930512364722,11.290887445788835,982.2197302082602,724.5365439274448,96.19238397302765,81.29326856299969
308.70718785780883,0.0,0.0,222.85708323083085,0.0,929.6777686383851,806.3589745413044,167.42737960036834,27.298505993371336
219.8527399494203,370.267390160151,0.0,187.50296975610516,0.0,1095.3628870335344,701.2539155257173,27.84945407797881,42.69309376047732
163.304774805122,270.1467252014927,0.0,158.39866042964056,11.8733453459955,1009.6088050762892,709.4645612158417,27.696369052304043,39.77302959312351
207.87405439979437,0.0,193.67915932630763,144.39020280551324,11.861923912825974,1111.9085863452804,717.0401383927248,58.07065463867028,45.615392403736905
234.07644727642898,103.04626196121664,81.09777992570221,177.08513506494106,10.83186043252978,967.1476165564876,763.6244017155144,28.871511977169437,52.13306837517695
394.2487457295677,0.0,0.0,192.71578027945458,0.0,955.5832087796722,866.7029619488388,84.1939647634357,51.99002266940957
339.67186082351697,0.0,0.0,236.26505989733857,0.0,989.6162201843487,694.4244296488571,27.98024691109354,31.695819680619238
509.3323530410527,0.0,0.0,184.92312971065118,0.0,1119.1294813288375,570.1673029294689,3.3629956532061596,32.49351510840228
178.1308488211257,128.789191736183,143.7943107342714,168.42117249036795,9.603969517583884,935.0720375786393,707.1323383490796,60.638956192204574,51.844436818377524
331.3384944098832,0.0,0.0,169.01703367777887,0.0,943.4362833079632,768.3722840479558,14.414202190252702,22.313680165758782
101.85079914602073,181.68764986488304,0.0,174.77965684703443,0.0,877.5703431199585,900.76025771656,98.90671579000131,25.343541130885598
156.43410117245188,0.0,136.4088527628393,164.77129098471707,16.313942321063536,1044.9142104386217,798.0545562877776,28.288350121444324,16.463722376900126
200.82686689024476,0.0,116.62431675277523,175.58327413243111,8.348645786015714,1094.0030234449234,792.2825710004103,27.462311786419544,29.178333559815005
379.82451950561165,157.98181762672328,0.0,223.37310521991157,0.0,958.5123659801576,605.4344453404531,8.117719178032354,28.139214204354666
237.7493107618472,0.0,0.0,206.80179397624204,0.0,914.629399605977,859.79842709592,7.022661620402275,9.79831325511241
297.7361070258706,0.0,0.0,194.95405421280645,0.0,945.5371624095881,765.8717530656365,423.17727292149675,38.502504149804636
249.981656822379,134.23131374911495,0.0,132.46411827605323,7.501087198280492,1039.1479823445836,734.0034598889146,28.90729849460537,46.33609064429358
279.17382192604293,151.6203146779696,0.0,189.482021080353,7.0935376324048445,830.9656228147556,793.6429637122457,26.481619751758448,43.2248702002118
124.77304145455584,237.51878234094673,0.0,149.11709284248317,10.56809458172243,837.2333003573459,756.4918907591114,24.799443306323948,37.7414286083068
265.51687016034373,121.26269994011622,96.10125754752698,213.58625584689582,5.673614579837302,956.3743434349142,601.3362730929244,27.523640019735765,46.36030188842104
277.6616688660151,0.0,0.0,173.18657417259934,0.0,1065.4150576948975,1013.7980932859823,197.11815993738645,32.428366768415344
176.15392576635784,38.63375028452754,111.29060056769782,190.79178539576347,9.695754646005147,1163.1669614173352,715.2985034711672,60.91401828847965,38.18914783665449
385.9600344366521,0.0,0.0,186.62716185443142,0.0,1108.8111592275372,797.0687018800568,6.845800939125102,24.27942662083083
433.45400880806307,117.35537524518243,0.0,144.58313515096089,31.11865732496016,823.4811354074525,861.2520708899002,3.2328989672509882,43.81484531621535
217.7637717205292,50.46276974029213,130.87948755197692,145.4306336247347,9.811445110528327,1040.2606689242918,738.2996768968512,99.36023905477371,56.457997492652964
183.6247162708956,0.0,145.34499173893494,159.29460456944759,8.39647301403435,1075.9061627031422,753.763589641347,12.811565585576407,21.08203824540496
205.82124018432972,0.0,169.51860652311677,149.23969188079423,9.675834824609206,1029.340316234476,773.6882965439914,105.72170690758811,48.72807608826392
373.56742216344776,0.0,0.0,179.57738422306292,0.0,955.493063015571,747.4474497776614,2.8811789510951273,21.00434419992907
250.1318386333897,0.0,95.75683642172562,142.59671433634324,14.830449856925886,1043.9320425459302,894.553495525221,99.10038032133126,61.90437718851388
159.28626827231017,262.8393190813368,0.0,170.30168252782107,12.61817875117015,940.4199559607899,650.2791670002937,29.884792574863944,41.14873826772698
119.4425479537238,176.036986553744,0.0,198.9870625871719,0.0,988.6514881787283,850.3608459319257,24.70002218423273,22.131730532164394
239.8078465851148,131.4225225015161,0.0,178.0239159894004,0.0,1077.8978100303386,676.406197237722,30.09448344218139,27.309450895076775
170.94867633765065,69.48421842120341,158.22083500775858,177.65414776871793,8.455177751382147,954.0978100634333,779.0594978761272,14.713455892830472,30.882895180862885
132.67158635403706,212.08188054766921,0.0,219.25757377712318,0.0,1009.1570572648045,716.436206501467,28.558288515218305,30.722141828277184
381.1348510212421,22.992673678528096,67.68275609445644,151.53761250601352,10.760126039979664,984.34853603796,678.4899035066663,6.6133370032359755,46.496252266154556
373.11250295657567,0.0,0.0,188.94756276306583,0.0,1120.3773512741886,771.0978965223384,31.716984320546285,23.82833167709171
362.58211368164797,180.78040812012648,0.0,145.66144446536074,21.10433166024581,925.7879224110231,718.6194246896711,29.345210921333436,75.52817579796815
360.2123312705258,200.45282351698174,0.0,143.22446136903255,23.44023478787474,1105.5462472772956,679.4689089757585,55.22550649571358,70.97256693224075
535.2804398240482,0.0,0.0,173.49064365755086,0.0,1247.2691936375152,597.8320748454042,7.354242838146205,40.280868623794625
295.74885497589145,0.0,0.0,192.01606528798018,0.0,991.2727766793987,743.3798467155294,30.22109574690278,19.49304488466819
211.39590696762798,0.0,121.80896710616776,178.71787795588435,6.648330948650791,1159.4160190448677,689.0931877144112,2.3659675230520905,18.806582525049546
295.14488998820474,197.17852057108362,0.0,185.00289640501558,0.0,987.4809051270951,678.6551725551278,27.083543714441202,38.348683226967665
293.63598755778264,0.0,97.17331211153744,170.66892254551166,10.140830877889739,1072.791189801812,863.1456384886498,3.1113303020221905,23.617710412745826
416.4394718115087,176.1270405665519,0.0,154.63931019372015,17.356698196386585,1097.0665384315057,714.111466035221,58.44466032643337,49.285065705565515
259.7592407574746,183.66013342895064,0.0,186.21940930252515,0.0,1028.1547783459198,677.295195688847,7.0840172555465735,20.037387699397172
320.41697937468774,0.0,0.0,184.10370734250824,0.0,919.46140992331,896.267572272123,3.0796865294496123,10.308869058821266
331.2824194944779,0.0,126.07909429194557,194.83862148107758,9.535209123373626,804.719340857231,894.3085056263604,30.556724190450254,36.20617712077159
171.29655768472844,40.413746088090235,165.4703716606659,123.2173610233663,5.544157388631717,978.2549163801892,854.2827988668133,2.7945366347037544,6.188040968422199
166.97979834231668,126.12197425720048,0.0,215.3722965161904,0.0,1040.6150528690525,819.994062954412,2.8778080747008894,4.411033881589514
504.0531451222912,0.0,0.0,250.33174431159267,0.0,1015.3737464152728,495.38411480042566,86.68404656538617,46.58715623938782
300.5965884467952,0.0,0.0,175.1538975664511,0.0,1024.4271256105217,855.1696527084787,6.2586222573888834,21.730113313148568
307.41855505203563,0.0,0.0,204.99410474786498,0.0,933.3679668582681,843.8746586146441,2.900025614949674,12.483359782840497
162.27866138314155,231.1644300887682,0.0,207.5968687880258,0.0,1001.0030785131252,768.2937912360269,25.93966837194165,34.187541782586145
403.53864367689124,136.08650466235864,0.0,147.30871672111894,16.20885656881212,1116.7284715013466,562.0070636936603,85.0131116315098,58.83371512732166
239.37335083566853,0.0,139.00684788858104,154.12811643015448,10.724024832698431,1097.150098147793,844.4525079462264,59.702517063793316,53.46400117409954
217.34348633704744,0.0,121.81863701749916,205.60992407074215,4.501921963641896,1086.5885111427071,798.1162102728775,26.314126406265665,22.170263452275194
142.83297994665037,130.3974172009947,136.85357531018056,155.28943402965277,8.284372224212715,1002.4943665612998,678.6491316502808,29.324452140633948,48.286564462905154
313.8257566367262,0.0,0.0,210.79783244874622,0.0,997.7355839323402,869.2882031106367,30.00366699440659,23.135048972585285
331.023299002092,185.9172913456181,0.0,167.6485875665523,9.74071950294788,935.4140913678932,781.823335196072,53.493282858712476,58.133452104417394
263.5721780637661,0.0,129.59655133055224,158.3128915771718,9.702329581131329,933.3852309102583,695.591511399941,50.86003643608306,55.97036420454383
137.714257526074,164.781924967917,131.13546087542272,149.64610334748804,9.34811423666592,989.8969866170398,774.3266780392403,29.292260695265988,26.725505125668246
252.14022088766117,0.0,107.46053494749395,151.36485974304057,7.412380805204219,968.6745548823823,869.4167472685606,3.1678113199395708,13.990305431860312
545.7380331204145,0.0,0.0,178.52006504381959,0.0,892.1349754216171,624.8612826119565,7.782791048766199,51.17144251477314
170.54058323113335,111.59706482130296,0.0,204.16769637855998,0.0,995.853538183988,814.322244102061,87.26594124752451,30.876252434871155
189.6570268473748,124.60851729534724,115.41725169495975,166.30730995710465,3.6560452859217185,1073.1215819914898,743.9437259237985,60.82549480109225,40.649640343225606
358.188123491146,0.0,0.0,162.40399654037662,0.0,1077.2658090455789,677.9219823309288,7.055641437838539,8.438241898713084
219.55323758361422,0.0,106.35004494260625,192.12699356396737,4.624808130489075,976.2207499804409,886.7234582732771,50.95103554292561,29.773408652530886
373.765017350787,188.18102972355723,0.0,167.56801045467398,11.728065365342323,927.0458745913938,760.8468373580988,7.055788178812465,50.77663567053774
362.5871970641369,190.8022328354969,0.0,154.858726551002,11.929327371481312,710.2641286647698,712.8502032001401,6.739592435862366,22.638212923108107
206.23571934930382,52.4361811525806,144.47522830254968,123.98582205005026,12.359098112252111,1001.3746150304817,741.4851613816069,23.099772901643398,62.56666136882401
370.7082773695387,182.91667565989493,0.0,177.58338122634487,11.335324217249298,883.9979298270094,753.8441840512738,29.62026099192502,69.20516952598118
317.4221798888353,211.74673998824466,0.0,137.37277738624627,13.62997098779226,932.2538675637388,856.1960742129644,26.00112490850789,44.27737734242078
166.07970958027752,40.50571041714066,103.3311159349104,167.16789327600247,10.366831061391961,1101.97195223181,800.1407770931131,58.92865912475226,42.90563506942744
202.9792232508616,281.94222036661876,0.0,195.19986411408158,0.0,952.2344729460735,758.3628351945297,3.1194437283427954,12.531386096840434
167.63007413575608,105.64292919369555,159.34679612136284,161.9743000374033,9.239214211038622,1025.1429174923683,779.2592430064484,96.81181470865377,44.48864058626158
237.05279867102885,0.0,104.51717212318276,147.32386151742713,14.58032779931882,1012.2307040856873,901.2985260485482,67.13750276046437,59.40805270422023
412.398694405295,21.208815786557288,147.55781113490931,185.24011729969192,8.575468631448306,833.141899361344,733.0226453731036,57.656521658803484,70.55050256651144
255.97796591617595,0.0,94.11600925543114,191.82706722293736,5.6216425637917125,956.3936699586275,934.1868497569459,3.089737107242031,12.911526133252844
158.21176596468393,153.94920596771757,0.0,177.13840120598275,7.790077836332182,986.9809690554847,804.373455771605,29.075449744044697,18.571369152080184
156.0246552887164,226.74910228000158,0.0,170.55030811228698,12.532603225615627,1074.3411385824159,721.7131486957462,26.748412516896227,41.32220354974905
197.2609760981318,0.0,140.87227316118774,168.29354466972694,9.489735985036294,1127.9318363746036,813.6471271719178,14.570867575993583,19.854102662156606
222.5551122794782,129.0511052900177,0.0,194.02752996672515,0.0,1165.2300704061226,803.1729773694873,28.45730372999035,21.509369247797565
311.1331944178337,0.0,0.0,197.55096788406686,0.0,983.4432033103001,780.0430880815818,7.098620511131761,21.621355957483562
354.3474050261094,0.0,79.79633645357589,197.9565472485989,10.938362107123776,979.7180105958013,832.4391057042036,96.41390410265521,48.10160905698051
324.30040946841484,0.0,0.0,183.91114090858488,0.0,1002.9103879790916,868.389802672006,384.99098835068565,34.81880380365998
136.56190783407084,0.0,189.45629739767077,169.4347109788751,15.491442195823378,1023.981591802285,622.7557135496603,29.304482823298297,13.31970427699223
243.44116473498545,0.0,0.0,223.64060047936218,0.0,886.2715561168413,888.6068723287442,96.50545650579036,23.648678086617174
346.04973918730576,0.0,0.0,193.40632276769873,0.0,1102.4886952031327,865.8930473829905,30.58328418952351,31.935039899585135
308.5942722629943,137.46097143626156,0.0,171.8675400783865,7.995573757392208,1093.9010263256037,780.3562599519586,24.724538314551896,38.943140810368696
442.149786256764,164.934863243106,0.0,167.33250504067468,10.81872693263438,918.9632568321623,677.7678775968948,27.326020131045393,68.31012132768657
178.1035466656851,210.74726898673958,192.11136364058063,186.4087347291684,6.693889156614646,887.2874247819033,641.1722789266396,33.06044181849901,19.318849554892335
227.05992898796902,0.0,132.34562706453704,221.61977305910222,4.914188588228248,1076.9179253620778,708.2645193259283,57.96339945466117,29.731511888708074
608.2494274133345,0.0,0.0,169.56168833521994,2.414126492393363,1102.726460549708,649.6946321770777,28.607490962207336,62.010074622034686
318.1362797345007,211.14720926952845,0.0,143.16136446934888,10.989859313257305,962.2745933231372,787.7558465728312,7.817131870653101,60.58616936917264
332.7283784372062,0.0,0.0,210.5391185294743,0.0,872.0282042819592,896.0737791486285,27.937295198274487,30.674296478021965
235.6110713146381,101.16732780739805,76.69193801633276,166.29188906995063,8.465264067830317,936.2682590012664,786.8420276246585,26.416272072057332,52.55976736281235
427.8119708970397,101.51061590112499,0.0,170.51972055716695,16.933358200921923,858.9425226784413,868.0223636433444,5.909601073539905,47.14556203892594
264.7571258494146,88.15300329840665,73.19753059639001,242.56462507273787,5.735131660702249,749.7107540922146,721.1185902051009,29.40780234555372,27.630220890543775
194.89477618445505,0.0,124.46735888726047,171.7092238429716,8.963358353044645,1135.56370982121,789.8678163730688,26.07853661407226,23.589329868665516
132.95090443741623,217.50023369278543,98.61848554011439,203.83981816633786,5.9794129042614825,942.9175557160185,807.1438473160479,26.841824039177386,26.791653084654797
280.73723970834976,156.8426358295889,109.35478846289948,156.26189000586842,22.33498482282309,898.1870215773523,585.360932376446,26.951038646018507,34.11999122455384
366.8785507020676,93.4291088441916,0.0,207.07182318033816,0.0,896.2246600596927,596.5954105239131,360.19984433606527,41.88652034300042
226.1832232190433,275.01957994489993,0.0,203.6453084169507,0.0,1041.8403189317369,763.364819779009,29.67750307879939,31.85784605253344
395.4609390178136,0.0,0.0,183.11028139096913,0.0,1059.5902550158905,687.8167910085635,28.34544157453267,36.555802533406826
223.21351443170886,0.0,154.6698763501207,162.26124740704913,14.394508679332363,965.6452038375787,769.2995753402267,2.946592945393525,16.422296184067147
219.76604245302858,99.78664397844291,22.725910222958767,196.23619673119194,6.132914868650812,1030.4356320157592,777.4299415874907,100.43170550926921,51.27503649400388
203.99599166017092,49.59862396996168,141.31886556149013,165.02956519699228,8.833977692933773,937.0173371088921,618.6926775391481,2.999594150723954,17.03346728988394
242.62288153011664,0.0,128.17520068407669,189.49652376736617,5.971886694382109,947.4726297440017,848.5835626551578,3.5638724305175677,12.254124233774785
277.8941324296281,0.0,130.0197830158109,180.9842960216268,6.384171358413722,1001.3556168318912,758.3942936920763,15.119708545474968,28.62404605309992
327.9826755400827,135.5035295866269,0.0,211.3790816827735,7.205410091188167,956.8018060396886,760.3825563445553,26.766963498634667,32.352611989694346
269.48900929102996,190.34899231632056,0.0,210.36127066188186,0.0,967.0056865134525,707.6304559403694,27.609999045368276,28.494070264351603
389.63422421832803,100.86693864864536,0.0,244.24206393184002,0.0,919.3482714943368,617.3840684738126,333.12446769228154,38.54505922645901
450.52876541641984,0.0,0.0,253.80671159932783,0.0,1017.5585894062158,476.68444821672153,92.2685354277354,48.76458251136624
446.483045702565,24.287390237374062,73.70938152124171,157.0472675723403,12.104848446524072,952.0312459719129,705.3512513566073,3.15349652665536,22.396974178493274
231.20572339854832,0.0,84.62680788180671,179.66871221573282,8.45035323774267,911.8690172716915,844.0351867479609,27.59267164823683,30.184723866125843
177.4540936662935,95.8800573030521,0.0,187.51523466608057,0.0,906.6918169596308,937.8221603483444,7.1128096331114,8.897700978967352
210.09413641920565,162.70257528859048,0.0,207.63430739660325,0.0,990.8719483535305,702.8147371083815,98.02181737189761,42.10193483433323
345.81079770519165,286.6635502979877,0.0,166.32509227947543,10.346083599997558,972.0904477413397,615.2648110217659,56.394088289527055,79.15028542402163
453.76798075272,22.614373936636152,135.96844841990975,186.36250331443935,8.52415463818414,883.3870907204166,734.5517565373651,3.096075987874725,29.59052133207133
288.68198551857915,146.6670153292091,0.0,135.15508275357678,5.837430276815658,1078.8816169745319,689.4800033562343,28.091317876392527,83.91594213817872
316.7013546462668,190.0592935689322,0.0,169.42550277204037,13.860705585255172,735.0119910847671,817.9861482003175,57.11315345004852,58.245238317287516
544.3250945884929,0.0,0.0,185.36425302806595,0.0,1085.999776652154,597.2125784054865,3.074811961321549,30.744105203168356
199.51885417691088,116.66723560811218,0.0,181.50470250060073,0.0,1009.7860520611024,774.3671382842479,6.398811258299539,16.112141615134263
171.7963711407813,133.88506201950574,0.0,219.9271304569715,0.0,1078.4253849567044,917.289005327517,28.37266237148276,27.72457566267222
106.51064631733298,160.72712667359485,0.0,199.21506672955323,0.0,930.8219157034671,805.9008483513743,2.982784665814924,2.245240259538203
358.26105658945824,202.00664486324806,0.0,173.89620902866784,9.855092600503436,892.2919594517396,771.6741574016467,3.11317379943951,33.10461507231658
167.40791528555758,201.65048252997283,148.0678230798727,201.98589175755703,19.491922061923706,935.2377607027809,704.3060421320007,29.397794893650175,39.18865738028517
317.9557382260746,0.0,0.0,216.8340873953264,0.0,989.8296242254421,832.1329280499308,13.133261705675611,29.37299063424529
148.702022625345,191.87974301889975,0.0,191.2810344857723,0.0,875.8699001766691,737.7160712638716,2.9773867909547214,5.049624976075562
253.53856230712287,0.0,106.19793531060272,149.83371225105412,12.82221747619505,992.65399800988,901.9936315772808,57.873653542961556,47.0603957279744
196.5853620790596,192.15334892102965,0.0,211.305305594919,0.0,1022.0748267719908,762.4098230189554,27.27205140392755,33.47767956869292
250.23441584788046,153.5275976376425,0.0,181.42209784621184,0.0,1071.067980161145,751.9093544989013,87.95922750558125,45.88766952860777
425.6679231681517,0.0,0.0,204.16121198095416,0.0,1112.2010802207433,657.0207647817776,1.1312355114339716,11.91687922289034
410.98675641744467,0.0,0.0,249.37054302682435,0.0,994.3698844917307,803.371272658892,89.38292892431731,49.134679042914165
166.46923608346432,0.0,134.99292645646267,174.26697200604764,9.577360346593938,1138.0007044016247,746.0553022598248,2.7880841067546767,9.898953080512072
318.1042462663532,0.0,89.61478720448382,185.30951501060736,9.60740976682698,1099.5355790186418,831.5239094566318,111.57643427493709,44.53335868964002
254.39392096840857,105.56088435589453,74.89324181442039,199.16676026525263,7.734793313915615,774.2735188962121,857.8100536021714,26.55226525444253,36.457058480722274
429.39776627116896,90.05179268438094,0.0,160.36062318498318,11.930049435127396,735.1598593990628,895.6922401922074,78.3362631905527,54.18136065203946
392.6490619658254,0.0,0.0,181.44307831314416,0.0,999.165540262673,708.8404755839941,2.673617258992513,14.927899203273615
161.58727909145583,236.57108721943908,0.0,184.97872121634308,0.0,894.0026975549038,840.9792265253561,2.8849307163571654,10.382302165264068
168.7411032174502,49.609255438114104,176.5678037718334,151.24546172980337,6.303021911840254,1011.7194696458901,825.4346403666773,14.53109422193733,32.63616494106134
138.5079993488649,0.0,142.9903541029653,201.4962390649269,8.73099861103532,1055.37298893122,777.270903456451,25.750471933088544,13.35705325158095
513.3583489060406,0.0,0.0,203.99626861158552,0.0,1076.0307276202275,610.3124783891111,0.9740039616697411,11.79776746625783
295.83220136738566,138.54267386908646,0.0,177.3739054312352,10.27090674530305,924.8562138895487,819.7339794985784,27.249689189157042,44.17054036946206
148.51690403247616,174.15515824760902,0.0,206.79098381040728,0.0,910.2485681820569,724.0350765205352,79.1758274453672,28.354084258981718
224.09443064964324,0.0,98.22262832761851,152.55454923833182,11.291856841674058,1093.001625023572,801.9886622966484,16.16824996266982,30.204092523130193
282.94529812451714,82.62093950398723,0.0,206.41070461329178,0.0,977.1926105232885,628.6826478071264,162.90179592615564,49.61780571458243
348.34283778741286,0.0,0.0,193.2694234524912,0.0,968.0632051605071,838.2176179991056,350.05155621824457,43.38862761629296
218.3647236420069,103.78462490413511,25.56855039291999,183.4781932380418,7.082726454418503,1069.1384445887836,732.9324442621734,59.13012052034581,45.50544275046452
267.1262050432058,14.284508414650444,150.7893060690175,158.48331753765015,4.931710215516595,884.5059432374933,729.9899181700321,2.7657555841952717,12.065760495588545
132.14928581505734,133.46991230014515,86.00988547491397,188.6231103409052,6.782466503084561,1018.5386510861091,745.3231120765552,26.90188775468272,38.348220665405606
179.4708950906933,47.389015280014874,114.82432785633986,179.94363276806,8.14002897528856,1078.7141769812768,712.13344793082,55.68910206246222,48.507901472310536
202.83563493855203,0.0,97.70719434235515,164.72465767564702,7.4772534704378355,1104.380053953974,1080.9178741654387,54.69556069130582,33.99497990692866
332.0256928910588,0.0,0.0,212.90028289478064,0.0,930.2383463772085,852.4350170225113,3.0972037332866265,16.93742225396857
236.14213001167323,0.0,0.0,214.82696421114687,0.0,1019.7132180830836,768.9587288658895,90.88257569425265,24.960432956832232
299.2179261544872,0.0,106.89387130447514,208.5236805868449,10.375227944221056,790.7543393288105,826.1840025286247,29.718334699937497,30.627227849410207
379.93342640559234,21.326580347340375,90.03928404260641,179.9379378683758,11.61092237606301,892.8242081434596,833.0946185090859,32.27319438815026,50.91904416394266
303.9345658762013,196.7370994401937,0.0,168.34852343894102,10.411191777042449,885.7589318043699,711.178626789354,27.959404212816285,50.577196969839115
308.1928513785315,0.0,0.0,197.45538960818294,0.0,1124.818043735853,843.9638155641854,194.4758144843977,37.33812348148462
374.46310271894595,0.0,0.0,178.49213006619684,0.0,985.5636509232378,707.2833134835574,7.2833348271305685,22.44635425230968
212.09865102966415,58.58828229068868,137.1845644627864,167.4329332896756,10.158836571828061,1110.5644680282935,710.2825195096633,53.56381853885603,55.21302315572022
141.24283702818062,201.2454912969655,0.0,189.6534678473146,0.0,942.6841338720236,760.6573057788665,29.026466429437413,27.72997115641526
360.6735137797383,103.63606302556501,0.0,236.65794084756385,0.0,997.7198493589799,547.2080601985974,26.65324997348643,39.987502941417496
188.57803236480208,50.45312816289484,169.83560900308123,161.9535057917681,6.664796023396611,951.4790547828097,770.0568243252897,15.79669844903013,36.002589139865705
396.51960862605455,24.28011435052694,130.03746747040853,174.09566990801892,9.074114964199016,857.5838085667757,740.5760513829879,59.20660840907927,74.6664715782444
251.04131818612572,0.0,0.0,192.95550048295806,0.0,923.4721030753419,839.1347973267236,90.01439231842267,32.237019961289754
